x
"[0.0010539763632386265, 1.7147037956560582, 0.01359849987291056, 0.017605389588418518, 1.140970193319548, 1.104462532666243]"
"[0.0010705737747896131, 0.0012177075356915282, 0.021841504224858928, 0.0071565472458124755, 1.1050365401285902, 1.1074142430837852]"
"[2.0459183673469385, 3.0, 3.668367346938776, 2.688775510204082, 0.5821428571428572, 0.4910714285714285]"
"[0.0013764459449885317, 2.0724247219773453, 0.017859205610571492, 0.007513623151706127, 1.1399502793343936, 1.1020106798664955]"
"[0.0010097582181616354, 2.2947476203050066, 0.017719949017418864, 0.007020643038169037, 1.1116041008455497, 1.1144612781000673]"
"[0.0013103517256909006, 0.0010214711371438528, 0.011483427476679645, 0.015374613546238812, 1.1191135458645154, 1.1467704017256624]"
"[3.1060512883586493, 3.1940271201033146, 2.5440394194698968, 2.8189585511346165, 0.3139962691921365, 0.48867520447696955]"
"[0.001238978847151088, 0.001150906914452434, 0.013291029362244255, 0.015242487983527831, 1.133761851273739, 1.124489242687677]"
"[0.0012829010003688676, 0.0012979719486268743, 0.0037397007789176477, 0.027410393764371654, 1.143016092098893, 1.1930753283462174]"
"[2.9761904761904763, 2.964285714285714, 2.547619047619048, 2.267857142857143, 0.31805555555555554, 0.28958333333333336]"
